Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Изделие;Заказ-Партия;Закуп подтвержден;Возможный заказ;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
554;921180;1;2019-12-08;00000017530;Круг 60 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;94.94;95.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
555;921180;1;2019-12-08;00000014025;Круг 16 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;1721.935;1722.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
561;921180;1;2019-12-08;00000017531;Труба профильная 40х40х3 ГОСТ 30245-94 С345-5 ГОСТ 27772-2015;51.335;52.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
556;921180;1;2019-12-08;00000014580;Круг 10 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;1.075;2.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
557;921180;1;2019-12-08;00000014582;Круг 20 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;1857.51;1858.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
558;921180;1;2019-12-08;00000013077;Лист ромб 4 ГОСТ 8568-77 ст3 ГОСТ 380-2005;2026.01;2027.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
562;921180;1;2019-12-08;00000017534;Уголок 140х140х12 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;607.86;608.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
570;921180;1;2019-12-08;00000014572;Уголок 45х45х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;13.205;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
560;921180;1;2019-12-08;00000017313;Труба ДУ 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;0.0;364.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
563;921180;1;2019-12-08;00000017535;Уголок 35х35х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;115.765;116.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
564;921180;1;2019-12-08;00000017536;Уголок 50х50х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1409.675;1410.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
565;921180;1;2019-12-08;00000014029;Уголок 32х32х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;2347.12;2348.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
566;921180;1;2019-12-08;00000014545;Уголок 50х50х5 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;233.115;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
547;921180;1;2019-12-08;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.18;0.18;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
548;921180;1;2019-12-08;00000013978;Лист 10 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;1075.695;1076.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
549;921180;1;2019-12-08;00000014026;Лист 12 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;103.24;104.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
550;921180;1;2019-12-08;00000013980;Лист 4 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;965.455;966.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
551;921180;1;2019-12-08;00000013994;Лист 6 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;170.035;74.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
552;921180;1;2019-12-08;00000013979;Лист 8 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;77.525;78.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
553;921180;1;2019-12-08;00000014032;Лист 20 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;2595.61;2442.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
567;921180;1;2019-12-08;00000014541;Уголок 90х90х7 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;82.065;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
568;921180;1;2019-12-08;00000014573;Уголок 70х70х6 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1952.375;1953.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
569;921180;1;2019-12-08;00000014544;Уголок 125х125х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1742.43;1743.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
571;921180;1;2019-12-08;00000014967;Уголок 110х110х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;3308.795;2800.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
572;921180;1;2019-12-08;00-00001054;Труба ДУ-Ц-Р 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;363.53;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ;921180-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
579;921181;1;2019-12-14;00000014032;Лист 20 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;4672.098;4673.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
588;921181;1;2019-12-14;00000017536;Уголок 50х50х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;2537.415;2538.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
589;921181;1;2019-12-14;00000014029;Уголок 32х32х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;4224.816;4225.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
597;921181;1;2019-12-14;00-00001054;Труба ДУ-Ц-Р 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;654.354;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
596;921181;1;2019-12-14;00000000659;Шайба 20 Гл ГОСТ 11371-78;0.0;1.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
595;921181;1;2019-12-14;00000014967;Уголок 110х110х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;5955.831;5956.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
594;921181;1;2019-12-14;00000014572;Уголок 45х45х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;23.769;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
593;921181;1;2019-12-14;00000014544;Уголок 125х125х8 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;3136.374;3105.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
587;921181;1;2019-12-14;00000017535;Уголок 35х35х4 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;208.377;209.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
590;921181;1;2019-12-14;00000014545;Уголок 50х50х5 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;406.107;407.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
586;921181;1;2019-12-14;00000017534;Уголок 140х140х12 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;1094.148;908.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
585;921181;1;2019-12-14;00000017531;Труба профильная 40х40х3 ГОСТ 30245-94 С345-5 ГОСТ 27772-2015;92.403;93.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
584;921181;1;2019-12-14;00000017313;Труба ДУ 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;0.0;655.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
583;921181;1;2019-12-14;00000013077;Лист ромб 4 ГОСТ 8568-77 ст3 ГОСТ 380-2005;3646.818;3615.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
582;921181;1;2019-12-14;00000014582;Круг 20 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;3343.518;3344.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
581;921181;1;2019-12-14;00000014025;Круг 16 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;3099.483;3100.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
580;921181;1;2019-12-14;00000017530;Круг 60 ГОСТ 2590-2006 С345-5 ГОСТ 27772-2015;170.892;10.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
578;921181;1;2019-12-14;00000013979;Лист 8 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;139.545;140.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
577;921181;1;2019-12-14;00000013994;Лист 6 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;301.248;0.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
576;921181;1;2019-12-14;00000013980;Лист 4 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;1746.027;1738.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
575;921181;1;2019-12-14;00000014026;Лист 12 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;185.832;186.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
574;921181;1;2019-12-14;00000013978;Лист 10 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015;1936.251;1937.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
573;921181;1;2019-12-14;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.324;0.324;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
592;921181;1;2019-12-14;00000014573;Уголок 70х70х6 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;3514.275;3515.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
591;921181;1;2019-12-14;00000014541;Уголок 90х90х7 ГОСТ 8509-86 С345-5 ГОСТ 27772-2015;147.717;110.0;0.0;1.0;0.0;ГАЗПРОМНЕФТЬ-ЯМАЛ ООО;ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019;0;0.0;0;Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.2,8.3-ЭМ.ОЛ;921181-1;1.0;0.0;0.0;0.0;0.0;0.0;0.0
